,filename,width,height,class,xmin,ymin,xmax,ymax,x_min_resized,y_min_resized,x_max_resized,y_max_resized,class_num
14718,033421039.jpg,1080,1080,7h,274,380,314,443,116,161,133,188,7
14719,033421039.jpg,1080,1080,Ah,398,344,424,408,169,146,180,173,0
14720,033421039.jpg,1080,1080,5d,479,348,522,412,204,148,222,175,22
14721,033421039.jpg,1080,1080,Kc,586,392,655,461,249,166,278,196,27
14722,033421039.jpg,1080,1080,Kc,539,702,608,766,229,299,258,326,27
14723,920295670.jpg,1080,1080,8s,87,725,151,752,37,308,64,320,45
14724,920295670.jpg,1080,1080,Kc,86,584,153,639,36,248,65,272,27
14725,920295670.jpg,1080,1080,Ks,156,459,216,531,66,195,92,226,40
14726,920295670.jpg,1080,1080,6c,277,379,317,442,117,161,135,188,34
14727,920295670.jpg,1080,1080,6h,401,346,429,409,170,147,182,174,8
14728,920295670.jpg,1080,1080,Qs,471,348,525,417,200,148,223,177,41
14729,920295670.jpg,1080,1080,Js,587,394,653,460,250,167,278,195,42
14730,920295670.jpg,1080,1080,Js,537,703,608,768,228,299,258,327,42
14731,535383706.jpg,1080,1080,9h,86,724,148,751,36,308,63,319,5
14732,535383706.jpg,1080,1080,7h,90,588,152,629,38,250,64,267,7
14733,535383706.jpg,1080,1080,3s,162,466,218,524,69,198,92,223,50
14734,535383706.jpg,1080,1080,As,278,380,316,444,118,161,134,189,39
14735,535383706.jpg,1080,1080,Qs,397,343,433,410,169,146,184,174,41
14736,535383706.jpg,1080,1080,4c,476,354,520,415,202,150,221,176,36
14737,535383706.jpg,1080,1080,4c,531,656,575,717,226,279,244,305,36
14738,537174075.jpg,1080,1080,6d,86,722,148,750,36,307,63,319,21
14739,537174075.jpg,1080,1080,3c,91,589,157,635,38,250,66,270,37
14740,537174075.jpg,1080,1080,2d,161,467,213,521,68,198,90,221,25
14741,537174075.jpg,1080,1080,5c,275,377,317,442,117,160,135,188,35
14742,537174075.jpg,1080,1080,Qh,395,343,433,409,168,146,184,174,2
14743,537174075.jpg,1080,1080,2s,479,349,521,414,204,148,221,176,51
14744,537174075.jpg,1080,1080,2s,534,654,575,717,227,278,244,305,51
14745,785600763.jpg,1080,1080,10h,85,720,150,754,36,306,63,321,4
14746,785600763.jpg,1080,1080,Ks,86,584,153,640,36,248,65,272,40
14747,785600763.jpg,1080,1080,7d,158,462,213,520,67,196,90,221,20
14748,785600763.jpg,1080,1080,3s,276,382,317,447,117,162,135,190,50
14749,785600763.jpg,1080,1080,Ac,398,341,426,406,169,145,181,172,26
14750,785600763.jpg,1080,1080,3h,480,351,521,414,204,149,221,176,11
14751,785600763.jpg,1080,1080,3h,595,398,647,453,253,169,275,192,11
14752,785600763.jpg,1080,1080,As,658,490,720,533,280,208,306,227,39
14753,785600763.jpg,1080,1080,As,504,755,564,798,214,321,240,339,39
14754,750280916.jpg,1080,1080,Qs,84,721,152,754,35,307,64,321,41
14755,750280916.jpg,1080,1080,8s,92,593,155,635,39,252,66,270,45
14756,750280916.jpg,1080,1080,4d,167,465,213,521,71,198,90,221,23
14757,750280916.jpg,1080,1080,3s,274,382,316,448,116,162,134,190,50
14758,750280916.jpg,1080,1080,Jd,395,339,433,409,168,144,184,174,16
14759,750280916.jpg,1080,1080,2h,478,353,517,413,203,150,220,175,12
14760,750280916.jpg,1080,1080,7c,592,397,648,459,252,169,276,195,33
14761,750280916.jpg,1080,1080,7c,543,707,599,766,231,301,255,326,33
14762,180583389.jpg,1080,1080,Ks,81,720,152,754,34,306,64,321,40
14763,180583389.jpg,1080,1080,6d,93,590,153,632,39,251,65,269,21
14764,180583389.jpg,1080,1080,4s,169,465,216,523,71,198,92,222,49
14765,180583389.jpg,1080,1080,Ad,279,379,316,442,118,161,134,188,13
14766,180583389.jpg,1080,1080,Ah,399,344,424,407,169,146,180,173,0
14767,180583389.jpg,1080,1080,2c,475,352,518,416,202,149,220,177,38
14768,180583389.jpg,1080,1080,Js,586,394,654,458,249,167,278,195,42
14769,180583389.jpg,1080,1080,6h,659,490,718,533,280,208,305,227,8
14770,180583389.jpg,1080,1080,6h,503,763,561,804,214,324,238,342,8
14771,501891166.jpg,1080,1080,8h,85,724,147,752,36,308,62,320,6
14772,501891166.jpg,1080,1080,Ah,92,595,152,631,39,253,64,268,0
14773,501891166.jpg,1080,1080,10d,158,465,214,522,67,198,91,222,17
14774,501891166.jpg,1080,1080,7s,273,378,315,443,116,161,134,188,46
14775,501891166.jpg,1080,1080,Ks,395,339,433,409,168,144,184,174,40
14776,501891166.jpg,1080,1080,3h,478,351,519,413,203,149,221,175,11
14777,501891166.jpg,1080,1080,8d,599,398,648,451,255,169,276,192,19
14778,501891166.jpg,1080,1080,8d,550,705,601,760,234,300,255,323,19
14779,794176234.jpg,1080,1080,4h,84,723,146,752,35,307,62,320,10
14780,794176234.jpg,1080,1080,Ah,91,596,151,632,38,253,64,269,0
14781,794176234.jpg,1080,1080,9c,161,467,218,522,68,198,92,222,31
14782,794176234.jpg,1080,1080,7d,273,378,314,442,116,161,133,188,20
14783,794176234.jpg,1080,1080,Jc,394,339,433,409,167,144,184,174,29
14784,794176234.jpg,1080,1080,Js,470,347,525,417,200,147,223,177,42
14785,794176234.jpg,1080,1080,9s,596,397,648,454,253,169,276,193,44
14786,794176234.jpg,1080,1080,9s,549,704,601,762,233,299,255,324,44
14787,857931282.jpg,1080,1080,Jc,81,720,152,754,34,306,64,321,29
14788,857931282.jpg,1080,1080,6c,90,588,151,631,38,250,64,268,34
14789,857931282.jpg,1080,1080,7h,161,465,212,520,68,198,90,221,7
14790,857931282.jpg,1080,1080,3s,276,382,318,447,117,162,135,190,50
14791,857931282.jpg,1080,1080,3h,400,345,429,409,170,146,182,174,11
14792,857931282.jpg,1080,1080,6d,478,353,520,414,203,150,221,176,21
14793,857931282.jpg,1080,1080,10s,594,392,649,455,253,166,276,193,43
14794,857931282.jpg,1080,1080,2s,657,488,721,534,279,207,307,227,51
14795,857931282.jpg,1080,1080,2s,505,758,566,802,215,322,241,341,51
14796,413651013.jpg,1080,1080,10h,85,720,150,754,36,306,63,321,4
14797,413651013.jpg,1080,1080,9d,91,590,154,632,38,251,65,269,18
14798,413651013.jpg,1080,1080,3c,162,467,219,525,69,198,93,223,37
14799,413651013.jpg,1080,1080,3c,275,381,318,447,117,162,135,190,37
14800,413651013.jpg,1080,1080,3h,401,344,429,406,170,146,182,172,11
14801,413651013.jpg,1080,1080,Jc,470,345,526,414,200,146,224,176,29
14802,413651013.jpg,1080,1080,Jc,523,653,582,722,222,278,247,307,29
14803,030814011.jpg,1080,1080,Jh,85,721,152,755,36,307,64,321,3
14804,030814011.jpg,1080,1080,4d,94,590,156,634,40,251,66,270,23
14805,030814011.jpg,1080,1080,9h,163,468,212,521,69,199,90,221,5
14806,030814011.jpg,1080,1080,4h,279,379,314,442,118,161,133,188,10
14807,030814011.jpg,1080,1080,6c,398,342,430,405,169,145,183,172,34
14808,030814011.jpg,1080,1080,8c,478,348,521,410,203,148,221,174,32
14809,030814011.jpg,1080,1080,5c,596,396,651,454,253,168,277,193,35
14810,030814011.jpg,1080,1080,5c,547,705,602,763,232,300,256,324,35
14811,062999919.jpg,1080,1080,Jd,82,721,152,755,34,307,64,321,16
14812,062999919.jpg,1080,1080,6s,90,589,154,633,38,250,65,269,47
14813,062999919.jpg,1080,1080,Kh,155,460,213,532,66,195,90,226,1
14814,062999919.jpg,1080,1080,Ac,277,380,316,443,117,161,134,188,26
14815,062999919.jpg,1080,1080,Jd,395,339,433,409,168,144,184,174,16
14816,062999919.jpg,1080,1080,4s,474,355,522,415,201,151,222,176,49
14817,062999919.jpg,1080,1080,9d,593,401,644,456,252,170,274,194,18
14818,062999919.jpg,1080,1080,Qd,651,484,724,536,277,206,308,228,15
14819,062999919.jpg,1080,1080,Qd,496,752,570,804,211,320,242,342,15
14820,387861206.jpg,1080,1080,8h,84,724,147,751,35,308,62,319,6
14821,387861206.jpg,1080,1080,5h,87,589,149,629,37,250,63,267,9
14822,387861206.jpg,1080,1080,6s,163,467,215,523,69,198,91,222,47
14823,387861206.jpg,1080,1080,4c,280,384,318,448,119,163,135,190,36
14824,387861206.jpg,1080,1080,9h,399,345,428,407,169,146,182,173,5
14825,387861206.jpg,1080,1080,7c,475,350,520,415,202,149,221,176,33
14826,387861206.jpg,1080,1080,7c,531,657,576,723,226,279,245,307,33
14827,780301034.jpg,1080,1080,4c,87,719,151,752,37,306,64,320,36
14828,780301034.jpg,1080,1080,5d,89,588,152,631,37,250,64,268,22
14829,780301034.jpg,1080,1080,6c,163,465,219,521,69,198,93,221,34
14830,780301034.jpg,1080,1080,2d,276,379,316,443,117,161,134,188,25
14831,780301034.jpg,1080,1080,Jc,394,339,433,409,167,144,184,174,29
14832,780301034.jpg,1080,1080,7h,481,350,522,412,204,149,222,175,7
14833,780301034.jpg,1080,1080,Qs,585,395,651,458,249,168,277,195,41
14834,780301034.jpg,1080,1080,6c,660,488,720,536,281,207,306,228,34
14835,780301034.jpg,1080,1080,6c,506,756,568,802,215,322,241,341,34
14836,531121201.jpg,1080,1080,5s,82,723,146,749,34,307,62,319,48
14837,531121201.jpg,1080,1080,6c,89,588,151,631,37,250,64,268,34
14838,531121201.jpg,1080,1080,Jd,154,459,214,532,65,195,91,226,16
14839,531121201.jpg,1080,1080,5s,276,377,316,442,117,160,134,188,48
14840,531121201.jpg,1080,1080,Qs,397,344,433,411,169,146,184,175,41
14841,531121201.jpg,1080,1080,Qs,470,349,524,418,200,148,223,178,41
14842,531121201.jpg,1080,1080,3c,592,398,647,457,252,169,275,194,37
14843,531121201.jpg,1080,1080,3c,543,708,597,766,231,301,254,326,37
14844,362165508.jpg,1080,1080,10d,82,722,148,755,34,307,63,321,17
14845,362165508.jpg,1080,1080,Qh,89,585,155,640,37,249,66,272,2
14846,362165508.jpg,1080,1080,7d,158,463,218,520,67,197,92,221,20
14847,362165508.jpg,1080,1080,As,278,380,316,444,118,161,134,189,39
14848,362165508.jpg,1080,1080,6s,400,343,429,407,170,146,182,173,47
14849,362165508.jpg,1080,1080,8c,478,348,521,410,203,148,221,174,32
14850,362165508.jpg,1080,1080,Qh,587,396,652,458,250,168,277,195,2
14851,362165508.jpg,1080,1080,As,657,490,720,533,279,208,306,227,39
14852,362165508.jpg,1080,1080,As,504,755,565,798,214,321,240,339,39
14853,735532002.jpg,1080,1080,5c,82,722,146,751,34,307,62,319,35
14854,735532002.jpg,1080,1080,2d,89,589,152,631,37,250,64,268,25
14855,735532002.jpg,1080,1080,4h,169,465,213,521,71,198,90,221,10
14856,735532002.jpg,1080,1080,3c,276,382,319,447,117,162,135,190,37
14857,735532002.jpg,1080,1080,4s,400,344,429,409,170,146,182,174,49
14858,735532002.jpg,1080,1080,3h,479,351,519,413,204,149,221,175,11
14859,735532002.jpg,1080,1080,3h,530,659,570,722,225,280,242,307,11
14860,168516028.jpg,1080,1080,4h,84,723,148,752,35,307,63,320,10
14861,168516028.jpg,1080,1080,9d,94,593,156,634,40,252,66,270,18
14862,168516028.jpg,1080,1080,3h,160,467,212,523,68,198,90,222,11
14863,168516028.jpg,1080,1080,10d,268,378,315,443,114,161,134,188,17
14864,168516028.jpg,1080,1080,10c,398,342,432,407,169,145,184,173,30
14865,168516028.jpg,1080,1080,8s,475,351,517,415,202,149,220,176,45
14866,168516028.jpg,1080,1080,Kd,586,395,652,457,249,168,277,194,14
14867,168516028.jpg,1080,1080,Kd,537,706,608,769,228,300,258,327,14
14868,231044451.jpg,1080,1080,3c,86,722,151,751,36,307,64,319,37
14869,231044451.jpg,1080,1080,10s,85,588,154,633,36,250,65,269,43
14870,231044451.jpg,1080,1080,Jc,155,459,216,532,66,195,92,226,29
14871,231044451.jpg,1080,1080,7d,273,377,318,442,116,160,135,188,20
14872,231044451.jpg,1080,1080,Qs,395,343,433,411,168,146,184,175,41
14873,231044451.jpg,1080,1080,8d,479,350,520,410,204,149,221,174,19
14874,231044451.jpg,1080,1080,7s,595,395,651,455,253,168,277,193,46
14875,231044451.jpg,1080,1080,10h,658,483,719,532,280,205,306,226,4
14876,231044451.jpg,1080,1080,10h,499,760,557,805,212,323,237,342,4
14877,097124601.jpg,1080,1080,4s,85,721,150,753,36,307,63,320,49
14878,097124601.jpg,1080,1080,2s,89,589,154,633,37,250,65,269,51
14879,097124601.jpg,1080,1080,8c,161,466,218,521,68,198,92,221,32
14880,097124601.jpg,1080,1080,3c,276,383,319,447,117,163,135,190,37
14881,097124601.jpg,1080,1080,6s,400,343,429,407,170,146,182,173,47
14882,097124601.jpg,1080,1080,2c,476,353,519,416,202,150,221,177,38
14883,097124601.jpg,1080,1080,2c,532,657,575,721,226,279,244,307,38
14884,527101867.jpg,1080,1080,Ah,86,725,148,750,36,308,63,319,0
14885,527101867.jpg,1080,1080,10s,84,587,152,633,35,250,64,269,43
14886,527101867.jpg,1080,1080,Js,157,461,217,531,66,196,92,226,42
14887,527101867.jpg,1080,1080,3d,275,381,316,446,117,162,134,189,24
14888,527101867.jpg,1080,1080,Qc,394,339,433,409,167,144,184,174,28
14889,527101867.jpg,1080,1080,Kh,470,345,526,411,200,146,224,175,1
14890,527101867.jpg,1080,1080,6d,596,401,646,454,253,170,275,193,21
14891,527101867.jpg,1080,1080,9h,658,488,717,530,280,207,305,225,5
14892,527101867.jpg,1080,1080,9h,502,762,566,806,213,324,241,343,5
14893,265268267.jpg,1080,1080,Jc,81,720,152,755,34,306,64,321,29
14894,265268267.jpg,1080,1080,Qs,82,585,157,640,34,249,66,272,41
14895,265268267.jpg,1080,1080,9s,161,466,214,523,68,198,91,222,44
14896,265268267.jpg,1080,1080,Ac,278,380,315,443,118,161,134,188,26
14897,265268267.jpg,1080,1080,5h,399,340,428,404,169,144,182,172,9
14898,265268267.jpg,1080,1080,Qc,470,346,526,415,200,147,224,176,28
14899,265268267.jpg,1080,1080,Qc,523,654,582,722,222,278,247,307,28
14900,524800174.jpg,1080,1080,As,83,721,149,750,35,307,63,319,39
14901,524800174.jpg,1080,1080,6s,90,590,153,632,38,251,65,269,47
14902,524800174.jpg,1080,1080,Qs,150,466,204,526,63,198,86,224,41
14903,524800174.jpg,1080,1080,8c,276,379,319,442,117,161,135,188,32
14904,524800174.jpg,1080,1080,Qs,395,343,433,411,168,146,184,175,41
14905,524800174.jpg,1080,1080,Js,470,347,525,416,200,147,223,177,42
14906,524800174.jpg,1080,1080,Js,523,654,583,723,222,278,248,307,42
14907,973091979.jpg,1080,1080,9s,82,723,147,751,34,307,62,319,44
14908,973091979.jpg,1080,1080,7h,87,588,148,631,37,250,63,268,7
14909,973091979.jpg,1080,1080,8c,159,465,213,520,67,198,90,221,32
14910,973091979.jpg,1080,1080,3h,275,382,314,445,117,162,133,189,11
14911,973091979.jpg,1080,1080,2h,399,346,427,408,169,147,181,173,12
14912,973091979.jpg,1080,1080,3c,475,351,519,416,202,149,221,177,37
14913,973091979.jpg,1080,1080,Jd,585,392,654,455,249,166,278,193,16
14914,973091979.jpg,1080,1080,Kh,651,481,725,532,277,204,308,226,1
14915,973091979.jpg,1080,1080,Kh,499,757,573,808,212,322,244,344,1
14916,301481265.jpg,1080,1080,Js,84,720,152,755,35,306,64,321,42
14917,301481265.jpg,1080,1080,6s,91,590,154,633,38,251,65,269,47
14918,301481265.jpg,1080,1080,3h,161,465,212,520,68,198,90,221,11
14919,301481265.jpg,1080,1080,9c,274,380,320,444,116,161,136,189,31
14920,301481265.jpg,1080,1080,Jd,394,341,433,409,167,145,184,174,16
14921,301481265.jpg,1080,1080,8s,476,352,517,416,202,149,220,177,45
14922,301481265.jpg,1080,1080,6h,597,401,646,456,254,170,275,194,8
14923,301481265.jpg,1080,1080,6h,547,711,595,764,232,302,253,325,8
14924,281491333.jpg,1080,1080,5d,82,722,147,749,34,307,62,319,22
14925,281491333.jpg,1080,1080,6c,91,590,154,634,38,251,65,270,34
14926,281491333.jpg,1080,1080,Qs,159,463,219,531,67,197,93,226,41
14927,281491333.jpg,1080,1080,9s,274,379,315,444,116,161,134,189,44
14928,281491333.jpg,1080,1080,8s,398,346,427,410,169,147,181,174,45
14929,281491333.jpg,1080,1080,2c,475,353,518,416,202,150,220,177,38
14930,281491333.jpg,1080,1080,5d,598,396,651,454,254,168,277,193,22
14931,281491333.jpg,1080,1080,5d,547,706,599,763,232,300,255,324,22
14932,712091282.jpg,1080,1080,7h,84,722,146,749,35,307,62,319,7
14933,712091282.jpg,1080,1080,Jd,85,583,153,641,36,248,65,273,16
14934,712091282.jpg,1080,1080,10h,159,467,214,524,67,198,91,223,4
14935,712091282.jpg,1080,1080,10c,272,379,318,443,115,161,135,188,30
14936,712091282.jpg,1080,1080,2d,400,343,430,407,170,146,183,173,25
14937,712091282.jpg,1080,1080,Kd,470,348,525,416,200,148,223,177,14
14938,712091282.jpg,1080,1080,4d,595,404,647,454,253,172,275,193,23
14939,712091282.jpg,1080,1080,4d,546,707,599,756,232,301,255,322,23
14940,745423443.jpg,1080,1080,Qs,84,720,152,753,35,306,64,320,41
14941,745423443.jpg,1080,1080,6d,93,589,154,633,39,250,65,269,21
14942,745423443.jpg,1080,1080,3h,160,467,212,523,68,198,90,222,11
14943,745423443.jpg,1080,1080,6c,276,379,319,442,117,161,135,188,34
14944,745423443.jpg,1080,1080,3s,398,345,428,410,169,146,182,174,50
14945,745423443.jpg,1080,1080,Qh,470,348,525,415,200,148,223,176,2
14946,745423443.jpg,1080,1080,7h,597,394,649,450,254,167,276,191,7
14947,745423443.jpg,1080,1080,7h,545,708,596,765,232,301,253,325,7
14948,453341251.jpg,1080,1080,6c,82,722,146,751,34,307,62,319,34
14949,453341251.jpg,1080,1080,2d,90,589,153,632,38,250,65,269,25
14950,453341251.jpg,1080,1080,6d,164,467,215,521,69,198,91,221,21
14951,453341251.jpg,1080,1080,7s,274,379,316,445,116,161,134,189,46
14952,453341251.jpg,1080,1080,Js,396,341,433,409,168,145,184,174,42
14953,453341251.jpg,1080,1080,4s,473,355,520,417,201,151,221,177,49
14954,453341251.jpg,1080,1080,4s,531,656,574,717,226,279,244,305,49
14955,385746293.jpg,1080,1080,Kh,82,720,152,755,34,306,64,321,1
14956,385746293.jpg,1080,1080,4c,96,591,156,635,40,251,66,270,36
14957,385746293.jpg,1080,1080,7d,158,463,218,520,67,197,92,221,20
14958,385746293.jpg,1080,1080,Qd,270,378,318,449,115,161,135,191,15
14959,385746293.jpg,1080,1080,5c,398,340,429,404,169,144,182,172,35
14960,385746293.jpg,1080,1080,Qd,470,348,525,416,200,148,223,177,15
14961,385746293.jpg,1080,1080,8s,592,399,644,454,252,169,274,193,45
14962,385746293.jpg,1080,1080,8s,548,703,600,760,233,299,255,323,45
14963,528716165.jpg,1080,1080,9s,81,724,147,752,34,308,62,320,44
14964,528716165.jpg,1080,1080,8c,89,591,153,634,37,251,65,270,32
14965,528716165.jpg,1080,1080,4d,168,467,214,523,71,198,91,222,23
14966,528716165.jpg,1080,1080,Ah,279,383,313,444,118,163,133,189,0
14967,528716165.jpg,1080,1080,3c,397,344,429,411,169,146,182,175,37
14968,528716165.jpg,1080,1080,8s,475,353,517,416,202,150,220,177,45
14969,528716165.jpg,1080,1080,10s,594,392,650,454,253,166,276,193,43
14970,528716165.jpg,1080,1080,As,658,490,719,533,280,208,306,227,39
14971,528716165.jpg,1080,1080,As,504,755,564,797,214,321,240,339,39
14972,822274106.jpg,1080,1080,7s,81,723,147,751,34,307,62,319,46
14973,822274106.jpg,1080,1080,2c,94,592,157,635,40,252,66,270,38
14974,822274106.jpg,1080,1080,10c,157,468,216,526,66,199,92,224,30
14975,822274106.jpg,1080,1080,6c,276,380,316,442,117,161,134,188,34
14976,822274106.jpg,1080,1080,Qd,397,342,433,410,169,145,184,174,15
14977,822274106.jpg,1080,1080,Qd,471,348,525,416,200,148,223,177,15
14978,822274106.jpg,1080,1080,Qh,586,395,652,456,249,168,277,194,2
14979,822274106.jpg,1080,1080,Qh,536,708,608,770,228,301,258,327,2
14980,871375232.jpg,1080,1080,4h,86,722,151,752,36,307,64,320,10
14981,871375232.jpg,1080,1080,Kc,86,584,159,640,36,248,67,272,27
14982,871375232.jpg,1080,1080,Jc,156,460,216,531,66,195,92,226,29
14983,871375232.jpg,1080,1080,10c,270,379,319,442,115,161,135,188,30
14984,871375232.jpg,1080,1080,10s,397,339,431,405,169,144,183,172,43
14985,871375232.jpg,1080,1080,Qd,470,348,525,416,200,148,223,177,15
14986,871375232.jpg,1080,1080,3s,592,398,647,457,252,169,275,194,50
14987,871375232.jpg,1080,1080,6h,660,491,718,532,281,209,305,226,8
14988,871375232.jpg,1080,1080,6h,502,762,561,804,213,324,238,342,8
14989,435867021.jpg,1080,1080,2s,82,723,149,751,34,307,63,319,51
14990,435867021.jpg,1080,1080,2h,93,592,154,632,39,252,65,269,12
14991,435867021.jpg,1080,1080,8c,160,466,212,522,68,198,90,222,32
14992,435867021.jpg,1080,1080,Qc,270,376,319,450,115,160,135,191,28
14993,435867021.jpg,1080,1080,3h,399,344,428,407,169,146,182,173,11
14994,435867021.jpg,1080,1080,Qd,470,348,525,415,200,148,223,176,15
14995,435867021.jpg,1080,1080,9h,595,400,645,454,253,170,274,193,5
14996,435867021.jpg,1080,1080,Kh,651,481,725,532,277,204,308,226,1
14997,435867021.jpg,1080,1080,Kh,499,757,573,808,212,322,244,344,1
14998,825269519.jpg,1080,1080,Kc,82,720,152,754,34,306,64,321,27
14999,825269519.jpg,1080,1080,3h,91,590,152,631,38,251,64,268,11
15000,825269519.jpg,1080,1080,4h,169,465,213,521,71,198,90,221,10
15001,825269519.jpg,1080,1080,7h,275,379,314,442,117,161,133,188,7
15002,825269519.jpg,1080,1080,6s,400,341,429,406,170,145,182,172,47
15003,825269519.jpg,1080,1080,Qh,470,348,525,415,200,148,223,176,2
15004,825269519.jpg,1080,1080,Qh,522,658,582,725,222,280,247,308,2
15005,689290174.jpg,1080,1080,5c,82,722,146,751,34,307,62,319,35
15006,689290174.jpg,1080,1080,7h,90,586,153,627,38,249,65,267,7
15007,689290174.jpg,1080,1080,8s,162,469,214,526,69,199,91,224,45
15008,689290174.jpg,1080,1080,10s,270,379,315,445,115,161,134,189,43
15009,689290174.jpg,1080,1080,2h,400,346,428,409,170,147,182,174,12
15010,689290174.jpg,1080,1080,4d,477,352,520,412,203,149,221,175,23
15011,689290174.jpg,1080,1080,Qs,587,396,652,460,250,168,277,195,41
15012,689290174.jpg,1080,1080,Qs,536,701,605,767,228,298,257,326,41
15013,960213056.jpg,1080,1080,6h,86,722,149,751,36,307,63,319,8
15014,960213056.jpg,1080,1080,9h,92,591,152,631,39,251,64,268,5
15015,960213056.jpg,1080,1080,2h,164,469,212,522,69,199,90,222,12
15016,960213056.jpg,1080,1080,6d,279,382,317,444,118,162,135,189,21
15017,960213056.jpg,1080,1080,2h,399,346,428,408,169,147,182,173,12
15018,960213056.jpg,1080,1080,Ad,477,350,515,416,203,149,219,177,13
15019,960213056.jpg,1080,1080,Ah,595,401,643,453,253,170,273,192,0
15020,960213056.jpg,1080,1080,Ah,545,708,593,761,232,301,252,324,0
15021,597987647.jpg,1080,1080,8s,87,725,151,752,37,308,64,320,45
15022,597987647.jpg,1080,1080,Jh,88,585,154,640,37,249,65,272,3
15023,597987647.jpg,1080,1080,3c,162,467,218,525,69,198,92,223,37
15024,597987647.jpg,1080,1080,9s,274,379,315,444,116,161,134,189,44
15025,597987647.jpg,1080,1080,3s,399,345,428,410,169,146,182,174,50
15026,597987647.jpg,1080,1080,Kc,470,345,526,418,200,146,224,178,27
15027,597987647.jpg,1080,1080,4s,594,405,649,456,253,172,276,194,49
15028,597987647.jpg,1080,1080,4s,545,707,599,759,232,301,255,323,49
15029,195500842.jpg,1080,1080,7d,82,724,146,752,34,308,62,320,20
15030,195500842.jpg,1080,1080,7d,87,587,151,631,37,250,64,268,20
15031,195500842.jpg,1080,1080,As,162,468,214,523,69,199,91,222,39
15032,195500842.jpg,1080,1080,4c,279,382,321,446,118,162,136,189,36
15033,195500842.jpg,1080,1080,2s,400,341,430,408,170,145,183,173,51
15034,195500842.jpg,1080,1080,2s,478,348,520,414,203,148,221,176,51
15035,195500842.jpg,1080,1080,2s,531,654,573,717,226,278,244,305,51
15036,665512772.jpg,1080,1080,4d,85,723,149,752,36,307,63,320,23
15037,665512772.jpg,1080,1080,Kh,85,584,151,641,36,248,64,273,1
15038,665512772.jpg,1080,1080,10c,158,463,215,520,67,197,91,221,30
15039,665512772.jpg,1080,1080,2h,276,385,313,446,117,163,133,189,12
15040,665512772.jpg,1080,1080,9c,397,342,430,406,169,145,183,172,31
15041,665512772.jpg,1080,1080,Qc,470,346,526,414,200,147,224,176,28
15042,665512772.jpg,1080,1080,8h,598,399,647,451,254,169,275,192,6
15043,665512772.jpg,1080,1080,8h,545,711,595,763,232,302,253,324,6
15044,334291449.jpg,1080,1080,8s,86,725,151,751,36,308,64,319,45
15045,334291449.jpg,1080,1080,Jc,85,584,154,640,36,248,65,272,29
15046,334291449.jpg,1080,1080,2h,163,469,212,522,69,199,90,222,12
15047,334291449.jpg,1080,1080,Kc,271,376,319,450,115,160,135,191,27
15048,334291449.jpg,1080,1080,As,399,341,424,407,169,145,180,173,39
15049,334291449.jpg,1080,1080,6s,477,351,522,413,203,149,222,175,47
15050,334291449.jpg,1080,1080,3c,592,397,648,458,252,169,276,195,37
15051,334291449.jpg,1080,1080,3c,543,708,598,766,231,301,254,326,37
15052,206312351.jpg,1080,1080,Jd,81,720,152,754,34,306,64,321,16
15053,206312351.jpg,1080,1080,Kd,88,585,155,640,37,249,66,272,14
15054,206312351.jpg,1080,1080,Ac,162,468,213,522,69,199,90,222,26
15055,206312351.jpg,1080,1080,Jd,269,376,318,450,114,160,135,191,16
15056,206312351.jpg,1080,1080,3c,397,344,428,411,169,146,182,175,37
15057,206312351.jpg,1080,1080,10d,476,349,520,413,202,148,221,175,17
15058,206312351.jpg,1080,1080,10d,529,659,573,724,225,280,244,308,17
15059,701364026.jpg,1080,1080,9d,85,723,151,752,36,307,64,320,18
15060,701364026.jpg,1080,1080,6s,90,589,154,632,38,250,65,269,47
15061,701364026.jpg,1080,1080,8c,161,466,217,521,68,198,92,221,32
15062,701364026.jpg,1080,1080,10c,270,379,316,443,115,161,134,188,30
15063,701364026.jpg,1080,1080,Js,394,342,433,409,167,145,184,174,42
15064,701364026.jpg,1080,1080,3c,476,351,520,416,202,149,221,177,37
15065,701364026.jpg,1080,1080,3c,530,658,574,722,225,280,244,307,37
15066,673439572.jpg,1080,1080,Ah,85,725,149,751,36,308,63,319,0
15067,673439572.jpg,1080,1080,Jc,85,584,154,640,36,248,65,272,29
15068,673439572.jpg,1080,1080,Qd,157,461,216,531,66,196,92,226,15
15069,673439572.jpg,1080,1080,7d,273,378,315,443,116,161,134,188,20
15070,673439572.jpg,1080,1080,2h,398,345,427,408,169,146,181,173,12
15071,673439572.jpg,1080,1080,10h,479,349,521,416,204,148,221,177,4
15072,673439572.jpg,1080,1080,8c,595,396,647,452,253,168,275,192,32
15073,673439572.jpg,1080,1080,8c,548,705,601,761,233,300,255,324,32
15074,423376479.jpg,1080,1080,Ks,82,720,152,754,34,306,64,321,40
15075,423376479.jpg,1080,1080,8s,92,592,155,634,39,252,66,270,45
15076,423376479.jpg,1080,1080,4c,163,467,221,524,69,198,94,223,36
15077,423376479.jpg,1080,1080,7s,274,379,316,445,116,161,134,189,46
15078,423376479.jpg,1080,1080,6d,399,345,430,410,169,146,183,174,21
15079,423376479.jpg,1080,1080,7s,478,347,522,413,203,147,222,175,46
15080,423376479.jpg,1080,1080,7s,531,653,576,720,226,278,245,306,46
15081,577822707.jpg,1080,1080,Js,82,720,152,754,34,306,64,321,42
